job_title,tech_stack,experience_years,location,company_name,remote_option,salary_min,salary_max,currency
Odoo Developer (Leader),"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",3,Hà Nội,Công ty CP Phần mềm MOR,onsite,,,
Intern Android (Kotlin + Jetpack Compose),"mobile developer, nghỉ thứ 7, dưới 1 năm kin..., mobile developer, ng...",1,Đà Nẵng (mới),CÔNG TY CỔ PHẦN CÔNG NGHỆ IZI SOFTWARE,onsite,,,
Thực Tập Sinh Java/Cloud,"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",1,Hồ Chí Minh (mới),FPT Software,onsite,,,
Frontend Developer,"frontend developer, it - phần mềm, ngân hàng, frontend developer",5,Hà Nội,Ngân Hàng TMCP An Bình,onsite,,,
Senior Front-End Developer,"software engineer, nghỉ thứ 7, 4 năm kinh ng..., software engineer, n...",4,Hồ Chí Minh (mới),CÔNG TY CỔ PHẦN DỊCH  VỤ CÔNG NGHỆ TIN HỌC HPT,onsite,,,
Java Developer,"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",3,Hà Nội,Công ty CP Kinh doanh F88,onsite,18000000,33000000,VND
Java Fullstack Developer,"fullstack developer, nghỉ thứ 7, 4 năm kinh ..., fullstack develope...",4,Hồ Chí Minh (mới),CÔNG TY CỔ PHẦN DỊCH  VỤ CÔNG NGHỆ TIN HỌC HPT,onsite,,,
Thực Tập Sinh .NET,"backend developer, it - phần cứng và máy t..., backend developer, i...",,Hà Nội,Công ty Cổ phần Công nghệ KiotViet,onsite,3000000,5000000,VND
Fullstack Developer (AI-Native),"fullstack developer, it - phần mềm, nghỉ thứ..., fullstack develope...",3,Đà Nẵng (mới),CÔNG TY TNHH CÔNG NGHỆ ZIMAW,onsite,,,
Mobile Dev (Swift/Kotlin) – Banking,"mobile developer, it - phần mềm, nghỉ thứ 7, 3..., mobile developer, it...",3,Hà Nội,Công ty Cổ phần Công nghệ Phần mềm Tinh Vân,onsite,20000000,25000000,VND
Middle Frontend Developer,"frontend developer, it - phần mềm, nghỉ thứ ..., frontend developer",2,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ SAVA META,onsite,15000000,25000000,VND
Frontend Developer (Angular) – Banking Project,"frontend developer, it - phần mềm, nghỉ thứ ..., frontend developer",2,Hà Nội,Công ty Cổ phần Công nghệ Phần mềm Tinh Vân,onsite,20000000,25000000,VND
Angular Developer (Bank),"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",3,Hà Nội,Công ty Cổ phần Công nghệ Phần mềm Tinh Vân,onsite,20000000,26000000,VND
Senior Backend Developer (Java) - TA172,"backend developer, it - phần mềm, 4 năm kinh..., backend developer, i...",4,Hà Nội,Ngân Hàng TMCP Việt Nam Thịnh Vượng (VPBank),onsite,,,
Frontend Developer (ReactJS) - Hà Nội - TA150,"frontend developer, đại h..., frontend developer",2,Hà Nội,Ngân Hàng TMCP Việt Nam Thịnh Vượng (VPBank),onsite,,,
Giảng Viên IT (Dạy Fintech),"blockchain engineer, it - phần mềm, tài chín..., blockchain enginee...",2,Hồ Chí Minh (mới),Phân hiệu Trường Đại học FPT tại thành phố Hồ Chí Minh,onsite,,,
Lập Trình Viên Quản Trị Hệ Thống (Java/ ASP.Net),"software engineer, it - phần mềm, 3 năm kinh..., software engineer, i...",3,Hà Nội,CÔNG TY CỔ PHẦN TƯ VẤN CÔNG NGHỆ NGS,onsite,35000000,35000000,VND
Fullstack Developer (Middle),"fullstack developer, it - phần mềm, thương m..., fullstack develope...",2,Hồ Chí Minh (mới),CÔNG TY CỔ PHẦN CARMALL TYRE,onsite,,,
WordPress Developer,"frontend developer, it - phần mềm, từ 23 tuổ..., frontend developer",1,Nghệ An,CÔNG TY TNHH CÔNG NGHỆ SMO,onsite,12000000,12000000,VND
Talent Developer (Fullstack),"software engineer, nghỉ thứ 7, tiếng anh gia..., software engineer, n...",,Hà Nội,FPT Software,onsite,,,
Mid-Level AI-Powered Cross-Platform Engineer,"software engineer, nghỉ thứ 7, 2 năm kinh ng..., software engineer, n...",2,Hồ Chí Minh (mới),CÔNG TY CỔ PHẦN WORK FLOW,onsite,,,
"SENIOR FULLSTACK DEVELOPER (React.Js, Dotnet)","software engineer, it - phần mềm, tài chính, n..., software engineer, i...",4,Hồ Chí Minh (mới),CÔNG TY TNHH MTV OUTSOURCE SOLUTIONS,onsite,40000000,50000000,VND
"Intern Front-End (ReactJS, Angular)","software engineer, it - phần mềm, công nghệ ..., software engineer, i...",,Hà Nội,FPT Software,onsite,,,
Thực Tập Sinh Business Analyst,"software engineer, it - phần mềm, công nghệ ..., software engineer, i...",,Hà Nội,FPT Software,onsite,,,
Global Sales Development Intern,"fullstack developer, nghỉ thứ 7, tiếng anh g..., fullstack develope...",,Hà Nội,FPT Software,onsite,,,
Thực Tập Sinh NodeJS,"software engineer, nghỉ thứ 7, không yêu cầu..., software engineer, n...",,Hà Nội,FPT Software,onsite,,,
Lập Trình Viên PHP,"backend developer, đại họ..., backend developer, 3...",3,Hà Nội,Công ty TNHH Embermax,onsite,25000000,30000000,VND
Angular Developer (Ưu Tiên Có Kinh Nghiệm Bank),"software engineer, nghỉ thứ 7, 3 năm kinh ng..., software engineer, n...",3,Hà Nội,Công ty Cổ phần Công nghệ Phần mềm Tinh Vân,onsite,26000000,26000000,VND
Intern Android Developer,"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",1,Hà Nội,Cty TNHH Thundersoft Việt Nam,onsite,,,
Fullstack Developer (Java/ReactJS),"backend developer, it - phần mềm, 2 năm kinh..., backend developer, i...",2,Hà Nội,Công ty TNHH Giải pháp Phân tích dữ liệu Insight Data,onsite,16000000,20000000,VND
NodeJS Developer (Lập Trình Viên Nodejs),"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",1,Hà Nội,Viettel Software,onsite,15000000,25000000,VND
Backend Developer,"backend developer, it - phần mềm, điện toán ..., backend developer, i...",5,Hà Nội,NGÂN HÀNG TM TNHH MTV KỶ NGUYÊN THỊNH VƯỢNG,onsite,40000000,48000000,VND
Reactjs Developer,"frontend developer, nghỉ thứ 7, 4 năm kinh n..., frontend developer",4,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,onsite,,,
IOS Developer,"mobile developer, tài chính, nghỉ thứ 7, 5 năm..., mobile developer, tà...",5,Hà Nội,TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,onsite,,,
Backend Developer,"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",2,Hà Nội,CÔNG TY CỔ PHẦN TRUYỀN HÌNH TƯƠNG TÁC VIỆT NAM,onsite,,,
Intern AI Solution Engineer (QA Automation),"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",1,Hà Nội,"TECHVIFY SOFTWARE., JSC",onsite,4000000,4000000,VND
Lập Trình Viên Backend Game Tool Developer (NestJS),"backend developer, it - phần mềm, game, nghỉ t..., backend developer, i...",1,Hà Nội,SonatGame Studio,onsite,,,
Fullstack Developer (NodeJS + ReactJS),"fullstack developer, nghỉ thứ 7, 3 năm kinh ..., fullstack develope...",3,Hà Nội,FPT IS,onsite,,,
IOS/Android Developer,"software engineer, nghỉ thứ 7, 3 năm kinh ng..., software engineer, n...",3,Hà Nội,Công ty Cổ phần Công nghệ Phần mềm Tinh Vân,onsite,26000000,26000000,VND
Java Developer,"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",5,Hà Nội,Công ty TNHH Công Nghệ và Thương Mại Lifesup,onsite,32000000,45000000,VND
"Nhà Phát Triển Cao Cấp (CMS,WEB Và MOBILE APP)","software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",5,Hà Nội & Hồ Chí Minh (mới),Công ty CPCN HTECOM,onsite,,,
MIDDLE BACK-END ENGINEER (AI Chatbot&CRM Platform),"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",2,Hồ Chí Minh (mới),CÔNG TY TNHH MTV NDN,onsite,20000000,35000000,VND
Middle Android Kotlin,"mobile developer, cao đẳn..., mobile developer, 2 ...",2,Hà Nội,CÔNG TY CỔ PHẦN PAYTECH,onsite,35000000,35000000,VND
"Lập Trình Viên Fullstack (Java, ReactJS)","fullstack developer, it - phần mềm, nghỉ thứ..., fullstack develope...",2,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ SICIX,onsite,15000000,25000000,VND
Trưởng Phòng Công Nghệ Thông Tin (IT Manager),"fullstack developer, it - phần mềm, nghỉ thứ..., fullstack develope...",5,Hà Nội,Công ty Cổ phần Tập đoàn Đầu tư EMIR,onsite,35000000,45000000,VND
.Net Developer (Junior),"backend developer, nghỉ thứ 7, 2 năm kinh ng..., backend developer, n...",2,Hồ Chí Minh (mới),FPT IS,onsite,,,
ReactJS Shopify Developer Senior,"frontend developer, nghỉ thứ 7, 5 năm kinh n..., frontend developer",5,Hà Nội,NTQ Solution,onsite,32000000,38000000,VND
Java Backend Developer (Banking),"backend developer, it - phần mềm, ngân hàng, n..., backend developer, i...",5,Hà Nội,CÔNG TY CỔ PHẦN TƯ VẤN CÔNG NGHỆ NGS,onsite,,,
Fullstack Developer Lead,"fullstack developer, đại ..., fullstack develope...",2,Hồ Chí Minh (mới),Công ty cổ phần PHC Media,onsite,,,
Shopify/WooCommerce Web Builder Part Time,"fullstack developer, it - phần mềm, thương m..., fullstack develope...",1,Hà Nội,CÔNG TY TNHH LEVER SPHERE VIỆT NAM,onsite,4000000,6000000,VND
Senior Java Developer,"backend developer, đại họ..., backend developer, 3...",3,Hà Nội,EDUPIA,onsite,,,
Senior Fullstack Web Developer,"fullstack developer, đại ..., fullstack develope...",3,Hà Nội,EDUPIA,onsite,30000000,30000000,VND
Lập Trình Viên ReactJS,"software engineer, nghỉ thứ 7, 3 năm kinh ng..., software engineer, n...",3,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,onsite,20000000,34000000,VND
SoftWare Developer,"fullstack developer, it - phần mềm, dưới 1 n..., fullstack develope...",1,An Giang (mới),CÔNG TY TNHH DỊCH VỤ VÀ GIẢI PHÁP PHẦN MỀM BADO,onsite,5000000,15000000,VND
.NET Developer,"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",3,Hồ Chí Minh (mới),FPT Software,onsite,,,
Software Engineer - Pair Programming With AI,"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",1,Hồ Chí Minh (mới),CÔNG TY TNHH PHẦN MỀM ALLIANCE,onsite,,,
Winform Developer (Lập Trình Viên Winform),"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",3,Hồ Chí Minh (mới),Công ty TNHH AEGONA,onsite,,,
Fullstack Developer,"fullstack developer, it - phần mềm, 5 năm ki..., fullstack develope...",5,Hà Nội,CÔNG TY TNHH SAMSUNG SDS VIỆT NAM,onsite,,,
Frontend Web Developer,"frontend developer, it - phần mềm, nghỉ thứ ..., frontend developer",5,Hồ Chí Minh (mới),NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN KỸ THƯƠNG VIỆT NAM,onsite,,,
Java Backend Leader,"backend developer, it - phần mềm, tài chính, 4..., backend developer, i...",4,Hà Nội,Công ty cổ phần PayPay,onsite,50000000,50000000,VND
IOS Developer,"mobile developer, nghỉ thứ 7, 3 năm kinh ngh..., mobile developer, ng...",3,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,onsite,20000000,34000000,VND
Lập Trình Viên Android,"mobile developer, nghỉ thứ 7, 3 năm kinh ngh..., mobile developer, ng...",3,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,onsite,20000000,34000000,VND
Mobile Developer Flutter,"mobile developer, it - phần mềm, 2 năm kinh ..., mobile developer, it...",2,Hà Nội,CÔNG TY TNHH CÔNG NGHỆ NHẬN THỨC MÁY HORUS AI,onsite,,,
Backend Developer (Full-Stack),"fullstack developer, it - phần mềm, 2 năm ki..., fullstack develope...",2,Hà Nội,CÔNG TY TNHH CÔNG NGHỆ NHẬN THỨC MÁY HORUS AI,onsite,,,
Frontend Developer,"frontend developer, it - phần mềm, nghỉ thứ ..., frontend developer",2,Hà Nội,Công ty cổ phần dịch vụ và giải pháp công nghệ giáo dục PHX,onsite,14000000,25000000,VND
Senior JAVA Developer (5 Năm Kinh Nghiệm),"frontend developer, it - phần mềm, it - phần..., frontend developer",5,Hà Nội,CÔNG TY CỔ PHẦN BUCA,onsite,20000000,45000000,VND
.NET Engineer (English Fluency),"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",3,Hà Nội,"TECHVIFY SOFTWARE., JSC",onsite,,,
IOS Developer,"mobile developer, it - phần mềm, nghỉ thứ 7, 3..., mobile developer, it...",3,Hà Nội,Công ty Cổ phần Công nghệ Phần mềm Tinh Vân,onsite,20000000,28000000,VND
Fullstack Developer (NodeJs),"fullstack developer, đại ..., fullstack develope...",4,Hồ Chí Minh (mới),CÔNG TY TNHH RI TA VÕ,onsite,,,
Web Reactjs Developer (MID-Senior),"frontend developer, it - phần mềm, chứng kho..., frontend developer",2,Hà Nội,Công ty Cổ phần Công nghệ Tài chính Goline,onsite,,,
Chuyên Viên Cao Cấp Phát Triển Ứng Dụng (Java Dev),"backend developer, it - phần mềm, ngân hàng, 3..., backend developer, i...",3,Hà Nội,NGÂN HÀNG TMCP VIỆT Á - VIETABANK,onsite,,,
Backend Developer (.NET),"backend developer, cao đẳ..., backend developer, 1...",1,Hà Nội,CÔNG TY TNHH CÔNG NGHỆ NHẬN THỨC MÁY HORUS AI,onsite,,,
Frontend Developer Fresher,"frontend developer, it - phần mềm, nghỉ thứ ..., frontend developer",1,Hà Nội,CÔNG TY TNHH CÔNG NGHỆ NHẬN THỨC MÁY HORUS AI,onsite,,,
Lập Trình Viên (Full Stack Developer),"fullstack developer, it - phần mềm, bán lẻ -..., fullstack develope...",2,Hồ Chí Minh (mới),CÔNG TY TNHH MINH TUẤN MOBILE,onsite,,,
Backend Developer (NestJS & AI INTEGRATION),"backend developer, it - phần mềm, 1 năm kinh..., backend developer, i...",1,Khánh Hòa (mới),Công ty TNHH Công Nghệ và Truyền Thông Widosoft,onsite,,,
Mobile App Developer (FLUTTER/REACT NATIVE),"mobile developer, it - phần mềm, 1 năm kinh ..., mobile developer, it...",1,Khánh Hòa (mới),Công ty TNHH Công Nghệ và Truyền Thông Widosoft,onsite,,,
Web Developer (LARAVEL & LIVEWIRE),"fullstack developer, cao ..., fullstack develope...",1,Khánh Hòa (mới),Công ty TNHH Công Nghệ và Truyền Thông Widosoft,onsite,,,
Backend Developer (Python - Django),"backend developer, đại họ..., backend developer, 2...",2,Hồ Chí Minh (mới),Công ty Cổ Phần Galaxy Technology Services,onsite,,,
Android App Developer,"mobile developer, it - phần mềm, nghỉ thứ 7, t..., mobile developer, it...",3,Hà Nội & 2 nơi khác,FPT Software,onsite,,,
MIDDLE FRONT-END ENGINEER (Next.Js & TailwindCSS),"frontend developer, it - phần mềm, nghỉ thứ ..., frontend developer",2,Hồ Chí Minh (mới),CÔNG TY TNHH MTV NDN,onsite,20000000,30000000,VND
Python Developer,"backend developer, it - phần mềm, 4 năm kinh..., backend developer, i...",4,Hà Nội,Công ty Cổ phần viễn thông FPT,onsite,,,
Senior Reactjs Developer,"frontend developer, it - phần mềm, nghỉ thứ ..., frontend developer",5,Hồ Chí Minh (mới),Công ty Cổ phần Voyager,onsite,,,
"Thực Tập Lập Trình (Front End, Back End, Mobile)","software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",,Hồ Chí Minh (mới),FPT IS,onsite,,,
Senior Java Developer,"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",5,Hồ Chí Minh (mới),Unit Corp,onsite,,,
Lập Trình Fullstack (Python/Reactjs),"fullstack developer, it - phần mềm, nghỉ thứ..., fullstack develope...",3,Hà Nội,CÔNG TY TNHH MUMESOFT INNOVATION,onsite,,,
Java Developer,"backend developer, it - phần mềm, tài chính, c..., backend developer, i...",3,Hà Nội,Viettel Digital,onsite,,,
Java Developer,"backend developer, nghỉ thứ 7, 3 năm kinh ng..., backend developer, n...",3,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,onsite,35000000,35000000,VND
Android Engineer,"mobile developer, it - phần mềm, nghỉ thứ 7, 3..., mobile developer, it...",3,Đà Nẵng (mới),CÔNG TY TNHH EVERFIT TECHNOLOGIES VIỆT NAM,onsite,,,
Middle Node.Js Developer,"backend developer, nghỉ thứ 7, 3 năm kinh ng..., backend developer, n...",3,Hà Nội,CÔNG TY TNHH DỊCH VỤ CÔNG NGHỆ THÔNG TIN ICTS,onsite,15000000,27000000,VND
Backend Engineer,"backend developer, it - phần mềm, làm tại nh..., backend developer, i...",4,Hà Nội,CÔNG TY TNHH CÔNG NGHỆ INNOVATIONX,onsite,18000000,18000000,VND
Java Developer (Bank),"backend developer, an ninh mạng, it - phần c..., backend developer, a...",4,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,onsite,25000000,40000000,VND
AngularJS Developer,"frontend developer, an ninh mạng, it - phần ..., frontend developer",3,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,onsite,25000000,40000000,VND
FullStack Engineer,"fullstack developer, it - phần mềm, nghỉ thứ..., fullstack develope...",5,Đà Nẵng (mới),CÔNG TY TNHH EVERFIT TECHNOLOGIES VIỆT NAM,onsite,,,
Frontend Engineer (Reactjs),"frontend developer, it - phần mềm, nghỉ thứ ..., frontend developer",4,Đà Nẵng (mới),CÔNG TY TNHH EVERFIT TECHNOLOGIES VIỆT NAM,onsite,,,
Backend Engineer (Nodejs),"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",4,Đà Nẵng (mới),CÔNG TY TNHH EVERFIT TECHNOLOGIES VIỆT NAM,onsite,,,
Backend Leader,"backend developer, nghỉ thứ 7, 5 năm kinh ng..., backend developer, n...",5,Hồ Chí Minh (mới),CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,onsite,,,
Java Developer,"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",3,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,onsite,,,
Mobile Leader,"mobile developer, nghỉ thứ 7, 4 năm kinh ngh..., mobile developer, ng...",4,Hồ Chí Minh (mới),CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,onsite,,,
Flutter Developer,"mobile developer, it - phần mềm, 3 năm kinh ..., mobile developer, it...",3,Nghệ An,CÔNG TY TNHH SIMPLIFIED TECHNOLOGY VIỆT NAM,onsite,,,
Golang Developer,"backend developer, it - phần mềm, it - phần ..., backend developer, i...",2,Hà Nội,"TECHVIFY SOFTWARE., JSC",onsite,,,
Fullstack Developer (NodeJS & ReactJS),"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",5,Hà Nội,NTQ Solution,onsite,,,
ReactJS Developer Tiếng Nhật,"frontend developer, nghỉ thứ 7, tiếng nhật j..., frontend developer",3,Hà Nội,NTQ Solution,onsite,25000000,35000000,VND
PHP Developer (Tiếng Anh Giao Tiếp Tốt),"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",2,Hà Nội,NTQ Solution,onsite,20000000,20000000,VND
IOS Developer,"mobile developer, nghỉ thứ 7, 3 năm kinh ngh..., mobile developer, ng...",3,Hà Nội,Công ty Cổ phần Giải pháp Phần mềm Biplus Việt Nam,onsite,,,
"MES Tech (Python, Java)","backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",3,Hà Nội,CÔNG TY CỔ PHẦN TƯ VẤN CÔNG NGHỆ NGS,onsite,30000000,30000000,VND
Lập Trình Viên Full-Stack (Desktop/Web/Mobile),"backend developer, it - phần mềm, tài chính, c..., backend developer, i...",2,Đà Nẵng (mới),CÔNG TY TNHH KJ Globexus,onsite,,,
Angular Developer - 2 Năm Kinh Nghiệm,"software engineer, nghỉ thứ 7, 2 năm kinh ng..., software engineer, n...",2,Hà Nội,CÔNG TY CỔ PHẦN PARALINE SOFTWARE,onsite,26000000,26000000,VND
Nhân Viên Backend - Go - Middle,"backend developer, it - phần mềm, 3 năm kinh..., backend developer, i...",3,Hà Nội,CÔNG TY CỔ PHẦN TRUYỀN HÌNH TƯƠNG TÁC VIỆT NAM,onsite,,,
.NET Developer Tiếng Nhật,"backend developer, nghỉ thứ 7, tiếng nhật jl..., backend developer, n...",3,Hà Nội,NTQ Solution,onsite,25000000,35000000,VND
Thực Tập Sinh Lập Trình (.Net),"software engineer, không yêu cầu kinh nghi..., software engineer, k...",,Hà Nội,FPT IS,onsite,,,
Thực Tập Sinh Lập Trình,"fullstack developer, nghỉ thứ 7, không yêu c..., fullstack develope...",,Hà Nội,FPT IS,onsite,,,
Thực Tập Sinh Phát Triển Phần Mềm,"software engineer, nghỉ thứ 7, không yêu cầu..., software engineer, n...",,Hà Nội,FPT IS,onsite,,,
"Fullstack ReactJS-Heavy, Java (Domain Ngân Hàng)","fullstack developer, it - phần mềm, nghỉ thứ..., fullstack develope...",3,Hà Nội,Công ty cổ phần Synodus,onsite,,,
ReactJS Developer,"frontend developer, it - phần mềm, nghỉ thứ ..., frontend developer",3,Hà Nội,NTQ Solution,onsite,,,
Senior .Net,"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",5,Hà Nội,Công ty CP FINT Việt Nam,onsite,,,
Bridge Software Engineer (BrSE/PL),"fullstack developer, it - phần mềm, tiếng nh..., fullstack develope...",3,Hồ Chí Minh (mới),Công ty TNHH SystemGear Việt Nam,onsite,,,
Full-Stack Developer,"fullstack developer, nghỉ thứ 7, tiếng anh g..., fullstack develope...",1,Hồ Chí Minh (mới),CÔNG TY TNHH EXCELLENT NODES,onsite,,,
Backend Engineer (Java/Golang),"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",3,Hà Nội,"TECHVIFY SOFTWARE., JSC",onsite,,,
Web Developer,"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",2,Hà Nội,Công ty TNHH Linagora,onsite,25000000,25000000,VND
Talent Intern 2026,"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",,Hà Nội,FPT Software,onsite,,,
Intern C#/.Net,"software engineer, it - phần mềm, công nghệ ..., software engineer, i...",,Hà Nội,FPT Software,onsite,,,
Leader Java,"fullstack developer, it - phần mềm, nghỉ thứ..., fullstack develope...",5,Hà Nội,LIFESUP,onsite,35000000,50000000,VND
"Middle Frontend (Thu Nhập 18-25tr/Tháng, Nguyễn Tuân - Thanh Xuân)","frontend developer, it - phần mềm, tuổi 22 -..., frontend developer",2,Hà Nội,Công Ty Cổ Phần Giáo Dục Công Nghệ Rino Edu,onsite,18000000,25000000,VND
Fullstack Developer (Mảng Giáo Dục),"fullstack developer, nghỉ thứ 7, 3 năm kinh ..., fullstack develope...",3,Hà Nội,FPT IS,onsite,,,
Java Developer (Middle),"backend developer, it - phần mềm, tài chính, n..., backend developer, i...",3,Hà Nội,TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,onsite,,,
Fullstack Java/Angular Developer,"fullstack developer, nghỉ thứ 7, 3 năm kinh ..., fullstack develope...",3,Hà Nội,FPT IS,onsite,,,
"Technical Leader (BE Java, .NET, NodeJS)","fullstack developer, it - phần mềm, nghỉ thứ..., fullstack develope...",5,Hà Nội,CÔNG TY CỔ PHẦN TƯ VẤN CÔNG NGHỆ NGS,onsite,50000000,60000000,VND
.Net Developer (Senior),"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",3,Hồ Chí Minh (mới),FPT IS,onsite,,,
Database Developer,"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",3,Hồ Chí Minh (mới),Unit Corp,onsite,,,
Backend Developer (PHP),"backend developer, it - phần mềm, nhân sự, ngh..., backend developer, i...",2,Hà Nội,Công ty Cổ phần TOPCV Việt Nam,onsite,,,
Middle NodeJS Developer,"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",3,Hà Nội,CÔNG TY CỔ PHẦN PHẦN MỀM NOBI VIỆT NAM,onsite,,,
"Tech Leader (Java, NodeJS)","fullstack developer, nghỉ thứ 7, 2 năm kinh ..., fullstack develope...",2,Hà Nội,Công ty Cổ phần Hệ thống Công nghệ ETC,onsite,35000000,55000000,VND
Developer (Junior),"fullstack developer, it - phần mềm, công ngh..., fullstack develope...",1,Đà Nẵng (mới),CÔNG TY CỔ PHẦN THÀNH VINH BEAUTY AND SMART LIVING,onsite,10000000,20000000,VND
Senior Java Developer,"software engineer, nghỉ thứ 7, 4 năm kinh ng..., software engineer, n...",4,Hồ Chí Minh (mới),CÔNG TY CỔ PHẦN DỊCH  VỤ CÔNG NGHỆ TIN HỌC HPT,onsite,,,
Front-End Developer (Angular),"frontend developer, it - phần mềm, nghỉ thứ ..., frontend developer",3,Hà Nội,Viettel Software,onsite,,,
Fullstack Typescript,"fullstack developer, nghỉ thứ 7, 3 năm kinh ..., fullstack develope...",3,Hà Nội,"TECHVIFY SOFTWARE., JSC",onsite,50000000,50000000,VND
Java Developer,"backend developer, nghỉ thứ 7, 2 năm kinh ng..., backend developer, n...",2,Hà Nội,Công ty Cổ phần Công nghệ Phần mềm Tinh Vân,onsite,12000000,25000000,VND
Business Analyst,"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",3,Hà Nội,Công ty Cổ phần Công nghệ Phần mềm Tinh Vân,onsite,16000000,24000000,VND
Flutter Developer - 3 Năm Kinh Nghiệm,"frontend developer, đại h..., frontend developer",3,Hà Nội,EDUPIA,onsite,,,
Tech Lead (.Net),"backend developer, nhà hàng / khách sạn, it ..., backend developer, n...",2,Hà Nội,CÔNG TY TNHH CÔNG NGHỆ EZCLOUD TOÀN CẦU,onsite,30000000,35000000,VND
BI Data Analyst,"software engineer, nghỉ thứ 7, 2 năm kinh ng..., software engineer, n...",2,Hồ Chí Minh (mới),CÔNG TY CỔ PHẦN DỊCH  VỤ CÔNG NGHỆ TIN HỌC HPT,onsite,22000000,24000000,VND
Chuyên Viên Cao Cấp Ngân Hàng Số (Angular),"frontend developer, it - phần mềm, it - phần..., frontend developer",3,Hà Nội,Ngân hàng TMCP Đông Nam Á - SEABANK,onsite,,,
Full -Stack Developer,"fullstack developer, it - phần mềm, it - phầ..., fullstack develope...",2,Hà Nội,Công ty Cổ phần viễn thông FPT,onsite,35000000,40000000,VND
Lập Trình Viên PHP (Senior PHP Developer),"backend developer, nghỉ thứ 7, trên 5 năm ki..., backend developer, n...",5,Hà Nội,Công ty Cổ phần 1OFFICE,onsite,27000000,45000000,VND
Mobile App Developer,"mobile developer, it - phần mềm, thương mại ..., mobile developer, it...",1,Đà Nẵng (mới),CÔNG TY TNHH AVE FACTORY,onsite,15000000,18000000,VND
Business Analyst,"software engineer, nghỉ thứ 7, 2 năm kinh ng..., software engineer, n...",2,Hồ Chí Minh (mới),CÔNG TY CỔ PHẦN DỊCH  VỤ CÔNG NGHỆ TIN HỌC HPT,onsite,,,
Trưởng Phòng IT - Senior Backend,"fullstack developer, it - phần mềm, từ 28 tu..., fullstack develope...",5,Hà Nội,Công ty CP XNK Tiên Phong VN,onsite,30000000,60000000,VND
.Net Developer,"software engineer, nghỉ thứ 7, 2 năm kinh ng..., software engineer, n...",2,Hà Nội,CÔNG TY CỔ PHẦN PARALINE SOFTWARE,onsite,28000000,28000000,VND
Mobile Developer,"mobile developer, it - phần mềm, nghỉ thứ 7, t..., mobile developer, it...",2,Hà Nội,CÔNG TY CỔ PHẦN CMC OPENAI,onsite,40000000,40000000,VND
