job_title,tech_stack,experience_years,location,company_name,remote_option,salary_min,salary_max,currency
"Intern Developer (C Sharp,.Net) - Fulltime","software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",,Hà Nội,CTCP Phần mềm SOFTMART,onsite,2000000,4000000,VND
Lập Trình Viên Fresher (Tiếng Nhật),"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",,Hà Nội,CÔNG TY TNHH KỸ SƯ CÔNG NGHỆ CAO VN,onsite,15000000,15000000,VND
Full-Stack Engineer (Automation Tools),"fullstack developer, it - phần mềm, game, nghỉ..., fullstack develope...",2,Hà Nội,CÔNG TY CỔ PHẦN IKAME GLOBAL,onsite,,,
Fresher Ios Developer,"software engineer, it - phần mềm, từ 20 tuổi..., software engineer, i...",1,Hà Nội,CÔNG TY TNHH DKTECH GLOBAL,onsite,8000000,12000000,VND
Java Developer - Middle/ Senior - Từ 2 Năm Kinh Nghiệm - Upto 30 Triệu (Gross) - Cầy Giấy/ Đống Đa,"backend developer, it - phần mềm, 2 năm kinh..., backend developer, i...",2,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALADIN,onsite,18000000,30000000,VND
"Senior .Net Developer (C#, Lĩnh Vực Bank/Fintech/Ví Thanh Toán)","backend developer, nghỉ thứ 7, không yêu cầu..., backend developer, n...",,Hà Nội,CÔNG TY CỔ PHẦN LYNKID,onsite,,,
"Fresher FrontEnd Developer (Angular, 8-13M/Tháng, 6 Tháng-1 Năm KN)","frontend developer, it - phần mềm, it - phần..., frontend developer",1,Hà Nội,CÔNG TY CỔ PHẦN ĐẦU TƯ CÔNG NGHỆ VÀ THƯƠNG MẠI SOFTDREAMS,onsite,8000000,13000000,VND
Intern Golang (Backend),"backend developer, nghỉ thứ 7, không yêu cầu..., backend developer, n...",,Hà Nội,Công ty TNHH SETA international Việt Nam,onsite,,,
Thực Tập Mobile App Developer,"mobile developer, it - phần mềm, không yêu c..., mobile developer, it...",,Hồ Chí Minh (mới),Công Ty TNHH QuestX,onsite,,,
Middle Java Backend Developer,"backend developer, it - phần cứng và máy t..., backend developer, i...",2,Hà Nội,CÔNG TY TNHH CÔNG NGHỆ LAZYCY,onsite,,,
DEV Nodejs- Fullstack,"fullstack developer, it - phần mềm, 1 năm ki..., fullstack develope...",1,Hà Nội,CÔNG TY TNHH GIẢI PHÁP CÔNG NGHỆ VIK SOLUTION,onsite,,,
IOS Developer,"mobile developer, it - phần mềm, nghỉ thứ 7, t..., mobile developer, it...",3,Hồ Chí Minh (mới),CÔNG TY TNHH THINKWARE VIỆT NAM,onsite,,,
Mobile Developer,"mobile developer, nghỉ thứ 7, 2 năm kinh ngh..., mobile developer, ng...",2,Hồ Chí Minh (mới),CÔNG TY TNHH CÔNG NGHỆ VIHAT,onsite,,,
"FullStack Developer (Junior, Senior) - Khối Công Nghệ Thông Tin (HOLT.04)","fullstack developer, it - phần mềm, ngân hàn..., fullstack develope...",1,Hà Nội,NGÂN HÀNG TMCP QUÂN ĐỘI – MBBANK,onsite,,,
IT Application - Nhóm Ứng Dụng (ERP),"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",3,Hồ Chí Minh (mới),Công ty TNHH Ampersand Management,onsite,15000000,20000000,VND
Technical Leader (PHP/Laravel),"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",5,Hà Nội,Công ty Cổ phần VietEz Việt Nam,onsite,,,
IOS Developer Onsite Số 1 Giang Văn Minh ( Lương 20-30 Triệu),"mobile developer, nghỉ thứ 7, 5 năm kinh ngh..., mobile developer, ng...",5,Hà Nội,CÔNG TY CỔ PHẦN TECHASIANS,onsite,25000000,30000000,VND
DEV Nodejs- Fullstack,"fullstack developer, it - phần mềm, 1 năm ki..., fullstack develope...",1,Thanh Hóa,CÔNG TY TNHH GIẢI PHÁP CÔNG NGHỆ VIK SOLUTION,onsite,,,
Chuyên Viên Business Analyst,"software engineer, trung ..., software engineer, 2...",2,Hà Nội,Công ty TNHH Digital Innovation,onsite,15000000,25000000,VND
"Middle Fullstack Developer (Java, ReactJS)","fullstack developer, it - phần mềm, nghỉ thứ..., fullstack develope...",2,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ UPP TOÀN CẦU,onsite,30000000,30000000,VND
Middle Fullstack Developer (English),"fullstack developer, nghỉ thứ 7, tiếng anh g..., fullstack develope...",2,Hà Nội,Công ty TNHH Jits Innovation Labs,onsite,,,
IOS Developer (Swift),"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",3,Hà Nội,Công ty TNHH Unstatic,onsite,45000000,45000000,VND
CVCC Phát Triển Ứng Dụng - IOS - TA189,"mobile developer, it - phần mềm, ngân hàng, ch..., mobile developer, it...",3,Hà Nội,Ngân Hàng TMCP Việt Nam Thịnh Vượng (VPBank),onsite,,,
"(Middle, Senior) FullStack Developer - Khối Công Nghệ Thông Tin (HOLT.12)","fullstack developer, it - phần mềm, ngân hàn..., fullstack develope...",,Hà Nội,NGÂN HÀNG TMCP QUÂN ĐỘI – MBBANK,onsite,,,
"Fresher .Net (6 Tháng-1 Năm KN, Thu Nhập 9-15tr/Tháng)","fullstack developer, it - phần mềm, dưới 1 n..., fullstack develope...",1,Hà Nội,CÔNG TY CỔ PHẦN ĐẦU TƯ CÔNG NGHỆ VÀ THƯƠNG MẠI SOFTDREAMS,onsite,9000000,15000000,VND
PHP DEVELOPER (Laravel),"backend developer, it - phần mềm, 3 năm kinh..., backend developer, i...",3,Hồ Chí Minh (mới),CÔNG TY TNHH NHA KHOA KIM,onsite,20000000,30000000,VND
Fresher Mobile App Tester,"mobile developer, it - phần mềm, dưới 1 năm ..., mobile developer, it...",1,Hà Nội,Công ty Cổ phần Welly Fitness,onsite,8000000,11000000,VND
Flutter Developer,"mobile developer, it - phần mềm, nghỉ thứ 7, 2..., mobile developer, it...",2,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ TASC VIỆT NAM,onsite,13000000,18000000,VND
Lập Trình Viên Full-Stack (Start-Up),"fullstack developer, it - phần mềm, it - phầ..., fullstack develope...",1,Hà Nội,Công ty TNHH TD Consulting,onsite,6000000,12000000,VND
Backend/System Developer (E-Commerce & Logistics),"backend developer, it - phần mềm, thương mại..., backend developer, i...",3,Hà Nội,VĂN PHÒNG ĐẠI DIỆN KPOP FEVER COMPANY LIMITED TẠI THÀNH PHỐ HÀ NỘI,onsite,,,
IOS Developer (Mid - Sen),"mobile developer, it - phần mềm, nghỉ thứ 7, 3..., mobile developer, it...",3,Hà Nội,CÔNG TY CỔ PHẦN IKAME GLOBAL,onsite,2000,2000,USD
Android Developer (Java/Kotlin),"mobile developer, mobile developer, 1 ...",1,Hà Nội,CÔNG TY TNHH ĐẦU TƯ VÀ TƯ VẤN APEC THĂNG LONG,onsite,25000000,25000000,VND
Android Developer (Mobile App),"mobile developer, it - phần mềm, nghỉ thứ 7, d..., mobile developer, it...",1,Hà Nội,CÔNG TY TNHH MỘT THÀNH VIÊN ALLSOFT,onsite,11000000,16000000,VND
"Flutter Mobile Team Lead (Dự Án Chứng Khoán - Cầu Giấy, Hà Nội)","mobile developer, it - phần mềm, chứng khoán, mobile developer, it...",5,Hà Nội,CÔNG TY TNHH GROOO INTERNATIONAL,onsite,,,
Software Engineer (C/C++),"software engineer, nghỉ thứ 7, 3 năm kinh ng..., software engineer, n...",3,Hà Nội,Công ty TNHH Equix Technologies,onsite,,,
IOS Developer,"mobile developer, it - phần mềm, it - phần c..., mobile developer, it...",2,Hà Nội,CÔNG TY TNHH ROOSTERX GLOBAL,onsite,,,
Mobile Developer  Kotlin - Junior Level (Android/ Product)-Lương Upto 25.000.000đ- Hà Nội- Đi Làm Luôn,"mobile developer, it - phần mềm, công nghệ k..., mobile developer, it...",2,Hà Nội,CÔNG TY CỔ PHẦN ĐẦU TƯ AHV HOLDING,onsite,15000000,25000000,VND
Lập Trình Viên IOS,"mobile developer, it - phần mềm, nghỉ thứ 7, 1..., mobile developer, it...",1,Hà Nội,EZTech & CDT Games Studio,onsite,15000000,25000000,VND
Dev Intern (.Net),"software engineer, nghỉ thứ 7, không yêu cầu..., software engineer, n...",,Hà Nội,FPT IS,onsite,,,
Software System Test Engineer (Ho Chi Minh City),"software engineer, đại họ..., software engineer, 1...",1,Hồ Chí Minh (mới),CÔNG TY TNHH HCL VIETNAM,onsite,,,
Lead Mobile Developer (High Salary 60–90M),"mobile developer, it - phần mềm, nghỉ thứ 7, t..., mobile developer, it...",4,Hồ Chí Minh (mới),CÔNG TY TNHH MONIVA VIETNAM,onsite,60000000,90000000,VND
Mobile Flutter Developer (MID-Senior),"mobile developer, it - phần mềm, 2 năm kinh ..., mobile developer, it...",2,Hà Nội,Công ty Cổ phần Công nghệ Tài chính Goline,onsite,18000000,18000000,VND
Chuyên Viên Tích Hợp Hệ Thống Và Tự Động Hóa,"backend developer, đại họ..., backend developer, 1...",1,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ MOBIWORK VIỆT NAM,onsite,10000000,15000000,VND
Junior Python Developer,"backend developer, an ninh mạng, it - phần c..., backend developer, a...",1,Hà Nội,CÔNG TY CỔ PHẦN  TƯ VẤN ĐẦU TƯ VÀ XÂY DỰNG GIAO THÔNG VẬN TẢI,onsite,10000000,20000000,VND
Senior React/React Native Developer (TypeScript),"frontend developer, it - phần cứng và máy ..., frontend developer",4,Hà Nội,CÔNG TY CỔ PHẦN  TƯ VẤN ĐẦU TƯ VÀ XÂY DỰNG GIAO THÔNG VẬN TẢI,onsite,15000000,35000000,VND
PHP Teamleader,"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",4,Hà Nội,Công ty Cổ phần Kaopiz Software,onsite,,,
Lập Trình Viên Backend,"backend developer, it - phần mềm, 2 năm kinh..., backend developer, i...",2,Lâm Đồng (mới),CÔNG TY TNHH SIMPLE SOLUTION,onsite,,,
Nhân Viên Lập Trình .NET,"fullstack developer, it - phần mềm, giáo dục..., fullstack develope...",1,Đồng Nai (mới),TRƯỜNG LIÊN KẾT QUỐC TẾ INSCHOOL,onsite,10000000,15000000,VND
Nhân Viên Lập Trình .NET,"fullstack developer, it - phần mềm, giáo dục..., fullstack develope...",1,Đồng Nai (mới),CÔNG TY CỔ PHẦN LIÊN KẾT QUỐC TẾ INKINDY,onsite,10000000,15000000,VND
Android Developer (English Proficiency),"mobile developer, nghỉ thứ 7, 5 năm kinh ngh..., mobile developer, ng...",5,Hà Nội,"TECHVIFY SOFTWARE., JSC",onsite,,,
Golang Developer,"software engineer, it - phần mềm, điện toán ..., software engineer, i...",3,Hồ Chí Minh (mới),CÔNG TY TNHH SOFT WORLD VIỆT NAM,onsite,30000000,80000000,VND
Java Developer (Techlead),"backend developer, nghỉ thứ 7, 4 năm kinh ng..., backend developer, n...",4,Hồ Chí Minh (mới),Công ty cổ phần GMO-Z.com RUNSYSTEM,onsite,,,
Fullstack Developer (Java & ReactJS),"fullstack developer, it - phần mềm, nghỉ thứ..., fullstack develope...",4,Hà Nội,NTQ Solution,onsite,40000000,40000000,VND
C++ Developer (MFC/ Win32/ Desktop),"software engineer, nghỉ thứ 7, 3 năm kinh ng..., software engineer, n...",3,Hà Nội,CÔNG TY CỔ PHẦN OMINEXT,onsite,,,
.Net (Back-End),"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",3,Hà Nội,Công Ty cổ phần IIG Việt Nam,onsite,22000000,27000000,VND
Technical Leader,"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",4,Hà Nội,Viettel Software,onsite,,,
Java Developer,"fullstack developer, it - phần mềm, nghỉ thứ..., fullstack develope...",3,Hà Nội,Công ty TNHH Giải pháp Phân tích dữ liệu Insight Data,onsite,,,
Java Engineer,"fullstack developer, it - phần mềm, nghỉ thứ..., fullstack develope...",3,Cần Thơ (mới),FPT Software,onsite,,,
Python Automation,"software engineer, nghỉ thứ 7, 2 năm kinh ng..., software engineer, n...",2,Hồ Chí Minh (mới),CÔNG TY CỔ PHẦN DỊCH  VỤ CÔNG NGHỆ TIN HỌC HPT,onsite,,,
Business Development,"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",2,Hà Nội,NTQ Solution,onsite,,,
CTO_Giám Đốc Công Nghệ,"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",3,Hà Nội,CÔNG TY CỔ PHẦN KAOPIZ HOLDINGS,onsite,,,
Backend Technical Lead,"backend developer, nghỉ thứ 7, trên 5 năm ki..., backend developer, n...",5,Hà Nội,CÔNG TY TNHH SAMSUNG SDS VIỆT NAM,onsite,,,
Lập Trình Ruby On Rails,"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",1,Hà Nội,CÔNG TY TNHH CÔNG NGHỆ AMCOLAB,onsite,10000000,25000000,VND
Java Developer Min 3 Năm Kinh Nghiệm,"backend developer, it - phần mềm, ngân hàng, t..., backend developer, i...",3,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,onsite,34000000,34000000,VND
Outsystem Developer,"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",1,Hà Nội,Công ty Cổ phần Công nghệ Phần mềm Tinh Vân,onsite,16000000,22000000,VND
Outsystem Developer,"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",1,Hà Nội,Công ty Cổ phần Công nghệ Phần mềm Tinh Vân,onsite,16000000,22000000,VND
Fullstack Team Lead,"fullstack developer, it - phần mềm, nghỉ thứ..., fullstack develope...",4,Hà Nội,Công ty TNHH Fetek Việt Nam,onsite,,,
Blockchain Developer,"blockchain engineer, it - phần cứng và máy..., blockchain enginee...",2,Hồ Chí Minh (mới),CÔNG TY TNHH TẬP ĐOÀN CÔNG NGHỆ WIKEX EXCHANGE,onsite,2000,2000,USD
Fullstack Developer (ENG + JP N3),"fullstack developer, nghỉ thứ 7, tiếng anh g..., fullstack develope...",4,Hà Nội,CÔNG TY TNHH ĐẦU TƯ 24INVEST,onsite,1500,2500,USD
Mobile Developer,"software engineer, nghỉ thứ 7, 3 năm kinh ng..., software engineer, n...",3,Hà Nội,Tập đoàn FPT,onsite,,,
Fresher Android Talent,"mobile developer, it - phần mềm, nghỉ thứ 7, t..., mobile developer, it...",1,Hà Nội,FPT Software,onsite,6000000,8000000,VND
Senior Fullstack,"fullstack developer, nghỉ thứ 7, trên 5 năm ..., fullstack develope...",5,Hà Nội,Công ty cổ phần Aequitas,onsite,55000000,55000000,VND
Backend Developer (Python Dev),"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",2,Hà Nội,Công ty TNHH Giải pháp Phân tích dữ liệu Insight Data,onsite,16000000,22000000,VND
Senior Mobile Developer,"mobile developer, it - phần mềm, nghỉ thứ 7, 3..., mobile developer, it...",3,Hà Nội,Công ty Cổ phần Công nghệ Prep,onsite,25000000,35000000,VND
Chuyên Viên IT - Lập Trình Ứng Dụng Và Xử Lý Số Liệu,"software engineer, it - phần cứng và máy t..., software engineer, i...",1,Đà Nẵng (mới),CÔNG TY CỔ PHẦN DEWOO,onsite,15000000,25000000,VND
Lập Trình Viên Backend (.Net),"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",5,Hà Nội,FPT IS,onsite,,,
Senior Mobile Developer,"mobile developer, it - phần mềm, giáo dục / ..., mobile developer, it...",3,Hà Nội,Công ty Cổ phần Công nghệ Prep,onsite,25000000,35000000,VND
Kỹ Sư AndroidTV Settop Box,"software engineer, it - phần mềm, viễn thông, software engineer, i...",1,Hà Nội,"VĂN PHÒNG ĐẠI DIỆN KAON GROUP CO., LTD TẠI THÀNH PHỐ HÀ NỘI",onsite,,,
Cobol Developer (Teamlead),"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",5,Hồ Chí Minh (mới),Công ty cổ phần GMO-Z.com RUNSYSTEM,onsite,,,
Java Developer (Technical Leader),"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",3,Hà Nội,Công ty CP Phần mềm MOR,onsite,,,
Fullstack Developer (C#),"fullstack developer, it - phần mềm, điện toá..., fullstack develope...",5,Hải Phòng (mới),Công Ty TNHH LG CNS VIỆT NAM,onsite,,,
Fresher Ruby On Rails,"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",1,Hà Nội,Công ty Cổ phần Kaopiz Software,onsite,,,
Ruby Developer (Ruby On Rails),"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",1,Hà Nội,CÔNG TY CỔ PHẦN KAOPIZ HOLDINGS,onsite,,,
Kỹ Sư Phát Triển Phần Mềm,"software engineer, đại họ..., software engineer, 1...",1,Ninh Bình (mới),Công ty TNHH MCNEX VINA,onsite,,,
Flutter Developer,"mobile developer, it - phần mềm, 2 năm kinh ..., mobile developer, it...",2,Hà Nội,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VĂN HOÁ VIỆT,onsite,15000000,20000000,VND
Software Engineer FE Tiếng Nhật N4,"frontend developer, nghỉ thứ 7, 3 năm kinh n..., frontend developer",3,Hà Nội,NTQ Solution,onsite,,,
Backend Developer Tiếng Nhật N4,"backend developer, nghỉ thứ 7, 3 năm kinh ng..., backend developer, n...",3,Hà Nội,NTQ Solution,onsite,,,
Lập Trình Viên (Ruby Developer),"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",3,Hà Nội,CÔNG TY TNHH MUMESOFT INNOVATION,onsite,,,
BrSE Tiếng Nhật N2,"fullstack developer, it - phần mềm, nghỉ thứ..., fullstack develope...",1,Hà Nội,CÔNG TY TNHH MUMESOFT INNOVATION,onsite,,,
Mobile App Developer,"mobile developer, it - phần mềm, tiếng anh t..., mobile developer, it...",2,Bắc Ninh (mới),CÔNG TY CỔ PHẦN GOD HITECH,onsite,12000000,35000000,VND
Trưởng Nhóm Firmware,"software engineer, it - phần mềm, điện / điệ..., software engineer, i...",4,Hà Nội,Công ty cổ phần phương tiện điện thông minh Selex,onsite,1800,2500,USD
Trưởng Nhóm Backend,"fullstack developer, it - phần mềm, cơ khí /..., fullstack develope...",4,Hà Nội,Công ty cổ phần phương tiện điện thông minh Selex,onsite,1800,2500,USD
Android Engineer,"mobile developer, cao đẳn..., mobile developer, 3 ...",3,Hà Nội,Công ty TNHH Giải pháp Phân tích dữ liệu Insight Data,onsite,,,
Net Dev Leader,"fullstack developer, nghỉ thứ 7, 3 năm kinh ..., fullstack develope...",3,Hà Nội,Công ty Cổ phần Tư vấn Quản trị DN Tinh Vân,onsite,17000000,22000000,VND
Salesforce Developer (Leader),"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",5,Hà Nội,Công ty CP Phần mềm MOR,onsite,,,
Embedded Software Development (BSP),"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",5,Hà Nội,CÔNG TY TNHH SAPPHIRE STREAM TECHNOLOGY VIỆT NAM,onsite,,,
Kỹ Sư Lập Trình Mạng (Network/P2P),"backend developer, an ninh mạng, it - phần m..., backend developer, a...",,Tây Ninh (mới),CÔNG TY CỔ PHẦN GREENSUN TECH,onsite,,,
Lập Trình Viên IOS (3 Năm Kinh Nghiệm),"mobile developer, nghỉ thứ 7, 3 năm kinh ngh..., mobile developer, ng...",3,Hà Nội,CÔNG TY CỔ PHẦN PARALINE SOFTWARE,onsite,26000000,26000000,VND
Trưởng Nhóm Lập Trình Viên,"software engineer, it - phần mềm, 3 năm kinh..., software engineer, i...",3,Hà Nội,CTY TNHH PHẦN MỀM JDI,onsite,20000000,25000000,VND
Android Developer,"mobile developer, it - phần mềm, nghỉ thứ 7, 3..., mobile developer, it...",3,Hà Nội,Công ty TNHH Giải pháp Phân tích dữ liệu Insight Data,onsite,,,
Java Team Leader - Viettel Digital,"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",5,Hà Nội,Viettel Digital,onsite,,,
Software Development Engineer Next-Gen,"software engineer, đại họ..., software engineer, 5...",5,Hà Nội,VNDIRECT,onsite,,,
RTL Design Engineer,"software engineer, it - phần mềm, 5 năm kinh..., software engineer, i...",5,Hà Nội,Công ty Cổ phần viễn thông FPT,onsite,,,
Business Data Analyst,"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",3,Hà Nội,Công ty Cổ phần Công nghệ Phần mềm Tinh Vân,onsite,22000000,28000000,VND
IOS Engineer,"mobile developer, it - phần mềm, nghỉ thứ 7, 3..., mobile developer, it...",3,Đà Nẵng (mới),CÔNG TY TNHH EVERFIT TECHNOLOGIES VIỆT NAM,onsite,,,
Senior Front End Developer (Reactjs/English/Spfx),"frontend developer, it - phần mềm, nghỉ thứ ..., frontend developer",5,Hà Nội,CÔNG TY TNHH BMBSOFT VIỆT NAM,onsite,,,
Mobile Manager,"mobile developer, it - phần mềm, nghỉ thứ 7, t..., mobile developer, it...",5,Đà Nẵng (mới),CÔNG TY TNHH EVERFIT TECHNOLOGIES VIỆT NAM,onsite,,,
NodeJS Techlead,"software engineer, nghỉ thứ 7, trên 5 năm ki..., software engineer, n...",5,Hà Nội,Công ty cổ phần Synodus,onsite,,,
Angular Developer Min 5 Năm Kinh Nghiệm,"software engineer, it - phần mềm, ngân hàng, t..., software engineer, i...",5,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,onsite,28000000,28000000,VND
Nhân Viên Mobile App,"mobile developer, game, it - phần mềm, nghỉ th..., mobile developer, ga...",2,Hà Nội,Công Ty Cổ Phần Funius,onsite,15000000,20000000,VND
IOS Developer (Banking),"mobile developer, it - phần mềm, ngân hàng, tà..., mobile developer, it...",3,Hà Nội,Công ty Cổ phần Công nghệ Alphaway,onsite,25000000,34000000,VND
Backend Lead Engineer,"backend developer, it - phần mềm, thương mại..., backend developer, i...",3,Hà Nội,CÔNG TY TNHH THƯƠNG MẠI VÀ TRUYỀN THÔNG QUẢNG CÁO GOLDEN PHOENIX,onsite,50000000,70000000,VND
Backend Lead Engineer,"backend developer, it - phần mềm, thương mại..., backend developer, i...",3,Hà Nội,CÔNG TY TNHH THƯƠNG MẠI VÀ TRUYỀN THÔNG QUẢNG CÁO GOLDEN PHOENIX,onsite,50000000,70000000,VND
IT Engineer Dự Án FinTech Tại Peru,"software engineer, tài chính, ngân hàng, tiếng..., software engineer, t...",2,Nước Ngoài,Viettel Peru,onsite,1000,2000,USD
Technical Leader (.Net),"fullstack developer, it - phần mềm, nghỉ thứ..., fullstack develope...",5,Hà Nội,Công ty CP FINT Việt Nam,onsite,,,
Tech Lead,"fullstack developer, it - phần mềm, nghỉ thứ..., fullstack develope...",5,Hà Nội,CÔNG TY TNHH MUMESOFT INNOVATION,onsite,,,
Backend Developer (PHP) 1 Năm Kinh Nghiệm Thu Nhập Upto 20M,"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",1,Hà Nội,Công ty cổ phần kinh doanh công nghệ Open Techiz,onsite,12000000,12000000,VND
.NET Developer,"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",2,Hồ Chí Minh (mới),CÔNG TY TNHH GIẢI PHÁP ECR VIỆT NAM,onsite,20000000,20000000,VND
Lập Trình Viên Java (Banking),"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",1,Hà Nội,Công ty Cổ phần Công nghệ thông tin Đông Nam Á,onsite,12000000,25000000,VND
Frontend Developer,"frontend developer, it - phần mềm, nghỉ thứ ..., frontend developer",1,Hồ Chí Minh (mới),Công ty TNHH AIOZ Việt Nam,onsite,10000000,20000000,VND
Backend Developer Intern (Java/PHP),"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",,Hồ Chí Minh (mới),Công ty Cổ phần Chứng khoán Phú Hưng,onsite,2000000,2000000,VND
Thực Tập Sinh Front-End,"frontend developer, it - phần mềm, không yêu..., frontend developer",,Hà Nội,CÔNG TY CỔ PHẦN OKHUB VIỆT NAM,onsite,1000000,1000000,VND
Frontend Developer (Web/App IRUKA),"frontend developer, it - phần mềm, game, giáo ..., frontend developer",2,Hà Nội,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ LIFESTYLE VIỆT NAM,onsite,,,
Backend Developer - Dis. 1,"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",3,Hồ Chí Minh (mới),Công ty TNHH AIOZ Việt Nam,onsite,15000000,25000000,VND
Frontend Developer - Phỏng Vấn Đi Làm Ngay,"frontend developer, it - phần mềm, 2 năm kin..., frontend developer",2,Hà Nội,Công ty Cổ phần Tập đoàn TDI,onsite,,,
Lead Full-Stack Developer – Up To 90M+,"fullstack developer, it - phần mềm, nghỉ thứ..., fullstack develope...",5,Hồ Chí Minh (mới),CÔNG TY TNHH MONIVA VIETNAM,onsite,50000000,90000000,VND
Java Developer (Mid – Senior),"backend developer, it - phần mềm, tài chính, c..., backend developer, i...",2,Hà Nội,Công ty Cổ phần Công nghệ Tài chính Goline,onsite,,,
Android Developer,"mobile developer, nghỉ thứ 7, 2 năm kinh ngh..., mobile developer, ng...",2,Hà Nội,CÔNG TY CỔ PHẦN EMDDI,onsite,,,
Junior Android Dev (Kotlin) - Mobile App,"mobile developer, it - phần mềm, game, nghỉ th..., mobile developer, it...",1,Hà Nội,UMAXSOFT JOINT STOCK COMPANY,onsite,10000000,15000000,VND
Lập Trình Viên Fullstack,"fullstack developer, it - phần mềm, nghỉ thứ..., fullstack develope...",2,Hà Nội,CÔNG TY TNHH CÔNG NGHỆ AMCOLAB,onsite,12000000,25000000,VND
Thực Tập Sinh Lập Trình Viên,"fullstack developer, it - phần cứng và máy..., fullstack develope...",,Hồ Chí Minh (mới),CÔNG TY TNHH AI POWER,onsite,,,
Software Engineer - React / React Native,"frontend developer, đại h..., frontend developer",1,Hồ Chí Minh (mới),CÔNG TY CỔ PHẦN CITEK ISD,onsite,,,
Kỹ Sư Phần Mềm (Software Engineer),"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",1,Hồ Chí Minh (mới),Công ty TNHH HF CORPORATION,onsite,8000000,25000000,VND
Lập Trình Viên PHP,"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",2,Hà Nội,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ LIÊN KẾT NANO,onsite,16000000,20000000,VND
"Backend Developer (C#, Java, Python)","backend developer, nghỉ thứ 7, 4 năm kinh ng..., backend developer, n...",4,Hà Nội,CÔNG TY CỔ PHẦN TẬP ĐOÀN APEC GROUP,onsite,25000000,33000000,VND
Middle Fullstack Developer (PHP/Laravel),"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",2,Hà Nội,Công ty TNHH Lisod Việt Nam,onsite,35000000,35000000,VND
Junior Java Fullstack (English Communication),"software engineer, it - phần mềm, tiếng anh ..., software engineer, i...",1,Hà Nội,CÔNG TY TNHH RABILOO,onsite,10000000,20000000,VND
Senior Backend Developer (Golang & NodeJS),"backend developer, it - phần mềm, trên 5 năm..., backend developer, i...",5,Hồ Chí Minh (mới),CÔNG TY TNHH LIVE GROUP VIỆT NAM,onsite,2000,2500,USD
.NET Developer (C# / ASP.NET Core) - Upto 22M - Kinh Nghiệm Từ 2 Năm,"backend developer, it - phần mềm, 2 năm kinh..., backend developer, i...",2,Hà Nội,CÔNG TY TNHH CÔNG NGHỆ VÀ DỊCH VỤ THUẾ TAXNET,onsite,12000000,22000000,VND
Fullstack Developer (ReactJS/ NestJS) (Middle),"fullstack developer, it - phần mềm, thương m..., fullstack develope...",2,Hà Nội,XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED,onsite,25000000,25000000,VND
Lập Trình Viên Backend (Python),"backend developer, it - phần mềm, 1 năm kinh..., backend developer, i...",1,Hà Nội,CÔNG TY CP CÔNG NGHỆ HẢI NAM TECH,onsite,16000000,20000000,VND
